StockCode,Quantity,InvoiceDate
85123A,10,03-12-2021
85099B,2,03-12-2021
85123A,1,03-12-2021
84879,8,03-12-2021
84991,24,03-12-2021
21977,24,03-12-2021
21212,24,03-12-2021
85123A,6,03-12-2021
85123A,6,03-12-2021
85123A,3,03-12-2021
84879,8,03-12-2021
85123A,96,03-12-2021
22197,24,03-12-2021
85123A,32,03-12-2021
21212,8,03-12-2021
21977,3,03-12-2021
84991,3,03-12-2021
85099B,1,03-12-2021
85123A,2,03-12-2021
85099B,12,03-12-2021
84879,24,03-12-2021
85099B,20,03-12-2021
85123A,24,03-12-2021
84879,160,03-12-2021
84879,24,03-12-2021
85123A,12,03-12-2021
85099B,20,03-12-2021
85123A,6,03-12-2021
84879,16,03-12-2021
84991,48,03-12-2021
85123A,12,03-12-2021
21977,24,03-12-2021
84077,48,03-12-2021
84077,2,03-12-2021
85123A,12,03-12-2021
21977,24,03-12-2021
84991,24,03-12-2021
21212,24,03-12-2021
85123A,18,03-12-2021
85123A,3,03-12-2021
21212,-24,03-12-2021
85123A,12,03-12-2021
84991,24,03-12-2021
85123A,3,03-12-2021
85123A,22,03-12-2021
84077,6,03-12-2021
84879,8,03-12-2021
84077,48,03-12-2022
85123A,2,03-12-2022
85123A,2,03-12-2022
85099B,2,03-12-2022
22197,8,03-12-2022
85123A,2,03-12-2022
85099B,1,03-12-2022
22197,16,03-12-2022
85099B,1,03-12-2022
84991,1,03-12-2022
85099B,3,03-12-2022
22197,19,03-12-2022
22492,2,03-12-2022
84077,1,03-12-2022
84879,8,03-12-2022
84991,3,03-12-2022
85099B,2,03-12-2022
85123A,5,03-12-2022
84879,8,03-12-2022
21212,4,03-12-2022
21977,3,03-12-2022
84879,8,03-12-2022
84879,16,03-12-2022
21212,24,03-12-2022
21212,24,03-12-2022
84991,24,03-12-2022
85099B,30,03-12-2022
85123A,7,03-12-2022
21212,82,03-12-2022
21977,9,03-12-2022
84991,2,03-12-2022
22492,36,03-12-2022
85123A,6,03-12-2022
85123A,1,03-12-2022
21977,1,03-12-2022
21212,120,03-12-2022
21977,120,03-12-2022
85099B,10,03-12-2022
22197,24,03-12-2022
84879,8,03-12-2022
84077,48,03-12-2022
85123A,2,03-12-2022
85123A,2,03-12-2022
22197,8,03-12-2022
85099B,2,03-12-2022
85123A,2,03-12-2022
85099B,1,03-12-2022
22197,16,03-12-2022
85099B,1,03-12-2022
84991,1,03-12-2022
85099B,3,03-12-2022
22197,19,03-12-2022
22492,2,03-12-2022
84077,1,03-12-2022
84879,8,03-12-2022
84991,3,03-12-2022
85099B,2,03-12-2022
85123A,5,03-12-2022
84879,8,03-12-2022
21212,4,03-12-2022
21977,3,03-12-2022
84879,8,03-12-2022
84879,16,03-12-2022
21212,24,03-12-2022
21212,24,03-12-2022
84991,24,03-12-2022
85099B,30,03-12-2022
85123A,7,03-12-2022
21212,82,03-12-2022
21977,9,03-12-2022
84991,2,03-12-2022
22492,36,03-12-2022
85123A,6,03-12-2022
85123A,1,03-12-2022
21977,1,03-12-2022
21212,120,03-12-2022
21977,120,03-12-2022
85099B,10,03-12-2022
22197,24,03-12-2022
84879,8,03-12-2022
22197,6,04-01-2022
85123A,-1,04-01-2022
85123A,32,04-01-2022
84991,24,04-01-2022
85099B,20,04-01-2022
85099B,2,04-01-2022
85099B,10,04-01-2022
22197,3,04-01-2022
85123A,-2,04-01-2022
84991,24,04-01-2022
85099B,300,04-01-2022
85099B,100,04-01-2022
85123A,5,04-01-2022
85099B,10,04-01-2023
85123A,12,04-01-2023
22197,19,04-01-2023
84991,4,04-01-2023
85123A,6,04-01-2023
21212,24,04-01-2023
84879,16,04-01-2023
85123A,10,04-01-2023
85099B,4,04-01-2023
21977,2,04-01-2023
85123A,1,04-01-2023
84077,1,04-01-2023
84991,1,04-01-2023
84879,8,04-01-2023
85123A,32,04-01-2023
84879,16,04-01-2023
85123A,4,04-01-2023
84879,32,04-01-2023
22197,4,04-01-2023
85123A,2,04-01-2023
84991,1,04-01-2023
21977,1,04-01-2023
21212,1,04-01-2023
85099B,13,04-01-2023
85099B,30,04-02-2022
84879,8,04-02-2022
85123A,6,04-02-2022
84991,2,04-02-2022
85123A,6,04-02-2022
85123A,6,04-02-2022
85099B,20,04-02-2022
85099B,30,04-02-2022
84991,2,04-02-2022
85123A,3,04-02-2022
85123A,4,04-02-2022
85123A,5,04-02-2022
85123A,1,04-02-2022
85123A,2,04-02-2022
21212,1,04-02-2022
84879,6,04-02-2022
85099B,15,04-02-2022
85099B,1,04-02-2022
85123A,12,04-02-2022
84991,24,04-02-2022
21977,24,04-02-2022
85099B,20,04-02-2022
21977,24,04-02-2022
84991,24,04-02-2022
21212,24,04-02-2022
21977,24,04-02-2022
85123A,8,04-02-2022
21212,18,04-02-2022
85123A,6,04-02-2022
85123A,6,04-02-2022
85123A,32,04-02-2022
85123A,18,04-02-2022
84879,16,04-02-2022
21212,120,04-02-2022
84077,48,04-02-2022
84879,8,04-02-2022
85123A,32,04-02-2022
21212,24,04-02-2022
85123A,32,04-02-2022
85123A,1,04-02-2022
84879,8,04-02-2022
85123A,10,04-02-2022
85123A,6,04-02-2023
22492,108,04-02-2023
21977,1,04-02-2023
22197,19,04-02-2023
85099B,1,04-02-2023
22197,6,04-02-2023
85099B,5,04-02-2023
85123A,12,04-02-2023
84077,1,04-02-2023
22492,1,04-02-2023
22197,9,04-02-2023
85099B,4,04-02-2023
21212,1,04-02-2023
85123A,6,04-02-2023
21212,24,04-02-2023
22492,36,04-02-2023
22492,72,04-02-2023
21212,3,04-02-2023
85123A,12,04-02-2023
21977,1,04-02-2023
85099B,1,04-02-2023
21977,1,04-02-2023
85099B,1,04-02-2023
84879,8,04-02-2023
84991,5,04-02-2023
21212,14,04-02-2023
22492,36,04-02-2023
85099B,1,04-02-2023
21212,24,04-02-2023
84991,24,04-02-2023
85123A,6,04-02-2023
85099B,10,04-02-2023
21212,24,04-02-2023
85123A,6,04-03-2022
84879,8,04-03-2022
84991,24,04-03-2022
84991,24,04-03-2022
84879,16,04-03-2022
84879,40,04-03-2022
21977,24,04-03-2022
21212,24,04-03-2022
21212,6,04-03-2022
85123A,18,04-03-2022
21212,24,04-03-2022
85099B,10,04-03-2022
84879,32,04-03-2022
84991,1,04-03-2022
85099B,4,04-03-2022
84879,8,04-03-2022
21977,1,04-03-2022
21212,1,04-03-2022
22197,3,04-03-2022
21212,10,04-03-2022
21977,6,04-03-2022
21212,6,04-03-2022
21977,6,04-03-2022
84991,6,04-03-2022
85123A,6,04-03-2022
85099B,10,04-03-2022
85123A,8,04-03-2022
84077,240,04-03-2022
84991,24,04-03-2022
85123A,32,04-03-2022
85099B,20,04-03-2022
21212,120,04-03-2022
21977,120,04-03-2022
84991,120,04-03-2022
84077,48,04-03-2022
21212,24,04-03-2022
84879,8,04-03-2022
84991,24,04-03-2022
22197,12,04-03-2022
21212,24,04-03-2022
84991,24,04-03-2022
85099B,10,04-03-2022
84879,48,04-03-2022
21212,120,04-03-2022
85123A,3,04-03-2022
85099B,100,04-03-2022
84879,16,04-03-2022
85123A,12,04-03-2022
84879,48,04-03-2022
85123A,18,04-03-2022
85123A,32,04-03-2022
21977,1,04-03-2022
21212,1,04-03-2022
22197,6,04-03-2022
85123A,6,04-03-2022
85099B,10,04-03-2022
85099B,10,04-03-2023
21212,120,04-03-2023
85099B,30,04-03-2023
21212,24,04-03-2023
22197,36,04-03-2023
21977,2,04-03-2023
84991,3,04-03-2023
84879,8,04-03-2023
85123A,6,04-03-2023
85099B,20,04-03-2023
84077,48,04-03-2023
22197,24,04-03-2023
85099B,20,04-03-2023
85099B,1,04-03-2023
22492,36,04-03-2023
84077,48,04-03-2023
84879,16,04-03-2023
84077,1152,04-03-2023
22197,3,04-03-2023
85123A,1,04-03-2023
85099B,100,04-03-2023
85123A,1,04-03-2023
21212,2,04-03-2023
84879,16,04-03-2023
85123A,6,04-03-2023
22492,36,04-03-2023
84077,48,04-03-2023
22197,12,04-03-2023
21212,4,04-03-2023
85123A,2,04-03-2023
22197,3,04-03-2023
85123A,11,04-03-2023
21212,48,04-03-2023
21977,24,04-03-2023
21212,1,04-03-2023
21977,1,04-03-2023
84879,32,04-03-2023
84879,32,04-04-2023
85099B,10,04-04-2023
85099B,50,04-04-2023
85099B,10,04-04-2023
21212,24,04-04-2023
85099B,10,04-04-2023
84879,16,04-04-2023
85123A,6,04-04-2023
21212,24,04-04-2023
21212,-24,04-04-2023
85123A,6,04-04-2023
21212,24,04-04-2023
85099B,10,04-04-2023
85099B,8,04-04-2023
21212,1,04-04-2023
21212,1,04-04-2023
22197,12,04-04-2023
84879,24,04-04-2023
21212,24,04-04-2023
84991,24,04-04-2023
21212,120,04-04-2023
85123A,3,04-04-2023
85123A,2,04-04-2023
21212,24,04-04-2023
85099B,100,04-04-2023
22197,100,04-04-2023
85123A,6,04-04-2023
84991,2,04-04-2023
21212,2,04-04-2023
21977,2,04-04-2023
21212,24,04-04-2023
84879,8,04-04-2023
85123A,2,04-04-2023
85123A,32,04-04-2023
85099B,10,04-04-2023
85123A,1,04-04-2023
21212,3,04-04-2023
84879,8,04-04-2023
85099B,21,04-04-2023
84879,32,04-04-2023
84991,24,04-04-2023
21212,24,04-04-2023
85123A,8,04-04-2023
85099B,100,04-04-2023
84879,27,04-04-2023
85099B,10,04-05-2022
84991,24,04-05-2022
21977,24,04-05-2022
22197,24,04-05-2022
85123A,3,04-05-2022
22197,4,04-05-2022
85123A,12,04-05-2022
84879,8,04-05-2022
85123A,6,04-05-2022
21212,120,04-05-2022
84879,24,04-05-2022
84991,24,04-05-2022
21212,24,04-05-2022
22197,21,04-05-2022
85123A,6,04-05-2022
85099B,10,04-05-2022
85099B,2,04-05-2022
21212,24,04-05-2022
85123A,6,04-05-2022
21212,120,04-05-2022
85123A,64,04-05-2022
84991,10,04-05-2022
21977,4,04-05-2022
85123A,8,04-05-2022
21977,6,04-05-2022
21212,6,04-05-2022
85099B,10,04-05-2022
21212,1,04-05-2022
85099B,10,04-05-2022
21977,24,04-05-2022
85123A,6,04-05-2022
85123A,24,04-05-2022
21212,1,04-05-2022
85099B,40,04-05-2022
22197,1,04-05-2022
85099B,2,04-05-2022
85099B,4,04-05-2022
85123A,2,04-05-2022
22197,2,04-05-2022
21212,24,04-05-2022
85099B,20,04-05-2023
85123A,6,04-05-2023
84879,8,04-05-2023
84077,48,04-05-2023
22197,6,04-05-2023
85123A,3,04-05-2023
85123A,6,04-05-2023
84077,48,04-05-2023
17003,36,04-05-2023
85123A,32,04-05-2023
22197,100,04-05-2023
84991,6,04-05-2023
21212,6,04-05-2023
85123A,4,04-05-2023
21212,2,04-05-2023
22197,13,04-05-2023
85099B,10,04-05-2023
85123A,12,04-05-2023
84879,8,04-05-2023
21212,24,04-05-2023
84077,288,04-05-2023
85099B,5,04-05-2023
84879,8,04-05-2023
85123A,2,04-05-2023
85099B,10,04-05-2023
85123A,6,04-05-2023
21977,24,04-05-2023
84991,24,04-05-2023
22197,2,04-05-2023
85123A,12,04-05-2023
84879,8,04-05-2023
84879,24,04-05-2023
85099B,3,04-05-2023
85123A,2,04-05-2023
21212,24,04-05-2023
21977,24,04-05-2023
84879,40,04-05-2023
84077,48,04-05-2023
22197,100,04-05-2023
84991,24,04-06-2022
85099B,10,04-06-2022
21212,24,04-06-2022
85123A,5,04-06-2022
21212,6,04-06-2022
85099B,2,04-06-2022
85123A,5,04-06-2022
22197,12,04-06-2022
21977,24,04-06-2022
84879,16,04-06-2022
21212,24,04-06-2022
22197,8,04-06-2022
21212,24,04-06-2022
22197,10,04-06-2022
84879,8,04-06-2022
85099B,20,04-06-2022
85123A,64,04-06-2022
85099B,10,04-06-2022
84991,10,04-06-2022
22197,2,04-06-2022
21977,1,04-06-2022
21977,1,04-06-2022
22492,2,04-06-2022
21212,1,04-06-2022
85123A,3,04-06-2022
85123A,9,04-06-2022
21212,24,04-06-2022
85099B,2,04-06-2022
21977,1,04-06-2022
85123A,6,04-06-2022
85099B,1,04-06-2022
85123A,1,04-07-2022
22492,36,04-07-2022
84991,7,04-07-2022
85123A,8,04-07-2022
85099B,10,04-07-2022
84991,48,04-07-2022
21212,48,04-07-2022
21977,48,04-07-2022
22197,36,04-07-2022
85123A,3,04-07-2022
84077,8,04-07-2022
85123A,1,04-07-2022
84991,3,04-07-2022
85123A,2,04-07-2022
21977,5,04-07-2022
22197,2,04-07-2023
85099B,8,04-07-2023
84077,1,04-07-2023
84991,1,04-07-2023
85099B,7,04-07-2023
85123A,2,04-07-2023
21212,1,04-07-2023
85099B,10,04-07-2023
84077,48,04-07-2023
22197,4,04-07-2023
22197,6,04-07-2023
85099B,1,04-07-2023
22197,24,04-07-2023
85099B,2,04-07-2023
85099B,1,04-07-2023
22197,12,04-07-2023
84077,48,04-07-2023
85123A,1,04-07-2023
85123A,3,04-07-2023
22492,36,04-07-2023
84879,8,04-07-2023
21212,24,04-07-2023
17003,144,04-07-2023
21212,48,04-07-2023
21977,48,04-07-2023
22197,4,04-07-2023
84879,24,04-07-2023
85099B,20,04-07-2023
22492,36,04-07-2023
21212,24,04-07-2023
85099B,2,04-07-2023
22197,5,04-07-2023
85123A,2,04-07-2023
22492,-1,04-07-2023
17003,36,04-07-2023
84879,16,04-08-2022
84879,16,04-08-2022
85099B,10,04-08-2022
21977,24,04-08-2022
84991,24,04-08-2022
85099B,30,04-08-2022
85123A,18,04-08-2022
84879,8,04-08-2022
85099B,40,04-08-2022
22197,3,04-08-2022
84991,1,04-08-2022
85099B,2,04-08-2022
84879,16,04-08-2022
21977,24,04-08-2022
85099B,10,04-08-2022
85099B,20,04-08-2022
21977,24,04-08-2022
85123A,18,04-08-2022
84077,96,04-08-2022
85123A,2,04-08-2022
21212,24,04-08-2022
21977,24,04-08-2022
84991,24,04-08-2022
85099B,10,04-08-2022
84991,1,04-08-2022
85099B,5,04-08-2022
85123A,2,04-08-2022
21212,1,04-08-2022
22492,7,04-08-2022
85099B,2,04-08-2022
85099B,2,04-08-2022
85123A,2,04-08-2022
17003,72,04-08-2022
85099B,10,04-08-2023
85099B,20,04-08-2023
21212,24,04-08-2023
84991,24,04-08-2023
85099B,100,04-08-2023
22197,8,04-08-2023
85099B,10,04-08-2023
85099B,10,04-08-2023
85123A,3,04-08-2023
85099B,20,04-08-2023
21212,120,04-08-2023
85123A,4,04-08-2023
22197,100,04-08-2023
85123A,64,04-08-2023
84879,160,04-08-2023
85099B,100,04-08-2023
85099B,10,04-08-2023
22492,36,04-08-2023
85123A,4,04-08-2023
84879,48,04-08-2023
21212,24,04-08-2023
22492,36,04-08-2023
21977,24,04-08-2023
84991,24,04-08-2023
21977,24,04-08-2023
21977,-24,04-08-2023
85123A,12,04-08-2023
84879,160,04-08-2023
85123A,12,04-08-2023
22492,36,04-08-2023
85099B,10,04-08-2023
21212,24,04-08-2023
21212,6,04-08-2023
22197,4,04-08-2023
85123A,24,04-08-2023
84879,24,04-08-2023
85099B,1,04-08-2023
84879,16,04-08-2023
85099B,50,04-08-2023
22197,6,04-08-2023
22492,3,04-08-2023
84077,2,04-08-2023
85099B,2,04-08-2023
85123A,3,04-08-2023
84879,8,04-08-2023
84879,3,04-08-2023
84879,36,04-08-2023
22197,6,04-08-2023
85099B,10,04-08-2023
21977,24,04-08-2023
22197,12,04-08-2023
85099B,100,04-08-2023
22197,1900,04-08-2023
84879,2880,04-08-2023
85123A,4,04-08-2023
84879,24,04-08-2023
85099B,10,04-09-2023
85099B,3,04-09-2023
22492,72,04-09-2023
84991,2,04-09-2023
85099B,20,04-09-2023
22197,12,04-09-2023
84077,48,04-09-2023
22197,12,04-09-2023
21212,24,04-09-2023
84879,8,04-09-2023
21212,1,04-09-2023
84991,2,04-09-2023
21212,1,04-09-2023
85123A,2,04-09-2023
85099B,4,04-09-2023
85123A,2,04-09-2023
21212,3,04-09-2023
21212,2,04-09-2023
84991,5,04-09-2023
84879,16,04-09-2023
85099B,10,04-09-2023
84879,24,04-09-2023
85123A,12,04-09-2023
84991,24,04-09-2023
84879,16,04-09-2023
22492,36,04-09-2023
85099B,1,04-09-2023
21212,24,04-09-2023
84879,16,04-09-2023
85099B,10,04-09-2023
21212,24,04-09-2023
84991,1,04-09-2023
21977,1,04-09-2023
84077,48,04-09-2023
22492,36,04-10-2022
84077,48,04-10-2022
22492,36,04-10-2022
85099B,10,04-10-2022
84879,32,04-10-2022
21212,120,04-10-2022
17003,720,04-10-2022
21212,120,04-10-2022
21977,8,04-10-2022
85123A,6,04-10-2022
84879,16,04-10-2022
85123A,3,04-10-2022
84077,48,04-10-2022
22492,36,04-10-2022
85123A,4,04-10-2022
21212,1,04-10-2022
21977,1,04-10-2022
21977,24,04-10-2022
85123A,6,04-10-2022
84077,48,04-10-2022
21212,24,04-10-2022
84991,24,04-10-2022
84879,8,04-10-2022
21977,24,04-10-2022
84879,24,04-10-2022
84077,48,04-10-2022
84879,24,04-10-2022
85123A,-6,04-10-2022
21212,24,04-10-2022
21977,24,04-10-2022
22197,4,04-10-2022
84879,8,04-10-2022
85123A,1,04-10-2022
84991,2,04-10-2022
84879,32,04-10-2022
85123A,2,04-10-2022
22197,1,04-10-2022
85099B,100,04-10-2022
84879,8,04-10-2022
85123A,6,04-10-2022
22492,36,04-10-2022
21212,24,04-10-2022
85099B,10,04-10-2022
85123A,12,04-10-2022
85123A,6,04-10-2022
85099B,100,04-10-2022
21977,24,04-10-2022
22197,9,04-10-2022
85099B,1,04-10-2022
85099B,10,04-10-2023
85123A,12,04-10-2023
84879,16,04-10-2023
22492,576,04-10-2023
85099B,10,04-10-2023
21212,24,04-10-2023
84879,16,04-10-2023
84077,48,04-10-2023
22197,28,04-10-2023
21212,26,04-10-2023
21212,1,04-10-2023
85099B,4,04-10-2023
85099B,4,04-10-2023
84077,48,04-10-2023
21212,24,04-10-2023
21212,4,04-10-2023
21212,2,04-10-2023
85123A,2,04-10-2023
84077,10,04-10-2023
84879,8,04-10-2023
84879,12,04-10-2023
85099B,10,04-10-2023
22197,2,04-10-2023
22197,12,04-10-2023
84879,8,04-10-2023
85099B,10,04-10-2023
85099B,3,04-10-2023
84879,8,04-10-2023
85099B,10,04-10-2023
85123A,1,04-10-2023
85123A,1,04-10-2023
84077,12,04-10-2023
84879,8,04-10-2023
21212,1,04-10-2023
85123A,3,04-10-2023
85099B,10,04-10-2023
22197,100,04-10-2023
84879,8,04-10-2023
22197,1,04-10-2023
85099B,6,04-10-2023
21212,1,04-10-2023
85123A,1,04-10-2023
21977,1,04-10-2023
22197,4,04-10-2023
21977,1,04-10-2023
85123A,-1,04-10-2023
22197,-3,04-10-2023
22197,3,04-11-2022
22197,9,04-11-2022
21212,24,04-11-2022
21977,24,04-11-2022
22197,5,04-11-2022
21212,24,04-11-2022
85123A,6,04-11-2022
84077,4320,04-11-2022
17003,6336,04-11-2022
85099B,100,04-11-2022
85123A,16,04-11-2022
85123A,6,04-11-2022
84077,48,04-11-2022
84879,3,04-11-2022
85123A,1,04-11-2022
85123A,12,04-11-2022
85099B,1,04-11-2022
85123A,6,04-11-2022
84879,8,04-11-2022
21212,24,04-11-2022
85099B,10,04-11-2022
21212,2,04-11-2022
84991,4,04-11-2022
21977,2,04-11-2022
22197,2,04-11-2022
22197,2,04-11-2022
85123A,1,04-11-2022
85123A,1,04-11-2022
84879,12,04-11-2022
85123A,2,04-11-2022
84879,13,04-11-2022
85123A,32,04-11-2022
84077,96,04-11-2022
21212,1,04-11-2022
21212,1,04-11-2022
21977,2,04-11-2022
84991,2,04-11-2022
85099B,1,04-11-2022
84879,16,04-11-2022
21212,1,04-11-2022
21212,1,04-11-2022
85123A,3,04-11-2022
84991,23,04-11-2022
21977,5,04-11-2022
21212,4,04-11-2022
85123A,24,04-11-2022
84879,8,04-11-2022
21212,2,04-11-2022
21977,2,04-11-2022
22197,4,04-11-2022
84991,1,04-11-2022
84991,12,04-11-2022
21212,12,04-11-2022
21977,12,04-11-2022
22197,24,04-11-2022
85123A,32,04-11-2022
84879,160,04-11-2022
84077,48,04-11-2022
85123A,5,04-11-2022
17003,72,04-11-2022
84077,48,04-11-2022
21212,2,04-11-2022
22197,7,04-11-2022
22492,4,04-11-2022
84077,15,04-11-2022
84991,1,04-11-2022
85099B,2,04-11-2022
85123A,2,04-11-2022
84879,8,04-11-2022
85123A,6,04-11-2022
84879,16,04-11-2022
21977,3,04-11-2022
21212,4,04-11-2022
17003,108,04-11-2022
85099B,1,04-11-2022
85099B,10,04-11-2022
85123A,3,04-11-2022
22197,14,04-11-2022
84879,24,04-11-2022
85123A,3,04-11-2022
85099B,6,04-11-2022
17003,216,04-11-2022
22197,12,04-11-2022
85123A,3,04-11-2022
85123A,24,04-11-2022
22197,12,04-11-2022
84879,16,04-11-2022
85123A,64,04-11-2022
22197,12,04-11-2022
85099B,20,04-11-2022
21977,24,04-11-2022
85099B,7,04-11-2022
85123A,32,04-11-2023
22197,36,04-11-2023
21212,24,04-11-2023
84991,24,04-11-2023
22197,36,04-11-2023
84879,24,04-11-2023
21212,24,04-11-2023
85123A,6,04-11-2023
84879,24,04-11-2023
84077,48,04-11-2023
85099B,1,04-11-2023
21212,5,04-11-2023
85099B,10,04-11-2023
22197,12,04-11-2023
85099B,10,04-11-2023
85123A,6,04-11-2023
22492,4,04-11-2023
85123A,6,04-11-2023
22197,6,04-11-2023
84879,24,04-11-2023
84991,1,04-11-2023
22197,2,04-11-2023
85123A,3,04-11-2023
21212,1,04-11-2023
17003,27,04-11-2023
85099B,1,04-11-2023
22197,3,04-11-2023
84077,96,04-11-2023
85099B,10,04-11-2023
85099B,-1,04-11-2023
22492,36,04-11-2023
22197,-4,04-11-2023
85099B,-1,04-11-2023
22197,2,04-11-2023
22197,4,04-11-2023
85123A,3,04-11-2023
84077,48,04-11-2023
22197,-2,04-11-2023
85123A,6,04-11-2023
22197,12,04-11-2023
84077,48,04-11-2023
85123A,12,04-11-2023
21977,1,04-11-2023
84991,2,04-11-2023
21212,1,04-11-2023
22197,4,04-11-2023
22197,2,04-11-2023
21212,1,04-11-2023
22197,1,04-11-2023
85099B,6,04-11-2023
85123A,1,04-11-2023
21977,1,04-11-2023
22197,12,04-11-2023
85123A,4,04-11-2023
85099B,10,04-11-2023
85123A,6,04-11-2023
22197,24,04-11-2023
22197,18,04-11-2023
22492,2,04-11-2023
85099B,10,04-11-2023
84879,8,04-11-2023
84077,48,04-11-2023
85123A,6,04-12-2021
84991,24,04-12-2021
85123A,12,04-12-2021
21212,24,04-12-2021
84879,16,04-12-2021
84879,160,04-12-2021
85123A,-1,04-12-2021
17003,1,04-12-2021
84991,3,04-12-2021
85099B,5,04-12-2021
21212,11,04-12-2021
21977,3,04-12-2021
22197,7,04-12-2021
85123A,3,04-12-2021
85123A,12,04-12-2021
85123A,96,04-12-2021
84991,24,04-12-2021
21212,24,04-12-2021
21977,24,04-12-2021
22197,96,04-12-2021
84991,24,04-12-2021
21212,24,04-12-2021
21977,24,04-12-2021
85099B,10,04-12-2021
84879,24,04-12-2021
85099B,20,04-12-2021
85099B,100,04-12-2021
85123A,5,04-12-2021
21212,24,04-12-2021
85099B,20,04-12-2021
22197,48,04-12-2021
85099B,10,04-12-2021
85123A,6,04-12-2021
21212,24,04-12-2021
84879,1,04-12-2021
84879,3,04-12-2021
84879,6,04-12-2021
85123A,6,04-12-2021
85099B,100,04-12-2021
85123A,9,04-12-2021
21977,1,04-12-2021
84077,96,04-12-2021
21977,48,04-12-2021
21212,48,04-12-2021
85099B,20,04-12-2021
85099B,1,04-12-2021
85123A,10,04-12-2021
84077,48,04-12-2021
21212,1,04-12-2021
85123A,6,04-12-2021
85099B,300,04-12-2021
85123A,2,04-12-2021
85123A,6,04-12-2021
21212,24,04-12-2021
84991,24,04-12-2021
84879,48,04-12-2021
85099B,1,04-12-2021
84879,40,04-12-2023
85123A,1,04-12-2023
22197,4,04-12-2023
21977,1,04-12-2023
84991,1,04-12-2023
84991,12,04-12-2023
21977,4,04-12-2023
84991,2,04-12-2023
22197,22,04-12-2023
22197,2,04-12-2023
21977,2,04-12-2023
17003,5,04-12-2023
85123A,4,04-12-2023
85099B,2,04-12-2023
22197,1,04-12-2023
22197,4,04-12-2023
84879,2,04-12-2023
84879,16,04-12-2023
21212,24,04-12-2023
85099B,10,04-12-2023
22197,4,04-12-2023
85123A,1,04-12-2023
84879,8,04-12-2023
21212,23,04-12-2023
21212,1,04-12-2023
22197,64,04-12-2023
85123A,2,04-12-2023
84991,6,04-12-2023
21977,2,04-12-2023
22197,12,04-12-2023
85123A,12,05-01-2022
85123A,12,05-01-2022
84077,96,05-01-2022
85123A,12,05-01-2022
85123A,6,05-01-2022
85123A,14,05-01-2022
21212,24,05-01-2022
84991,24,05-01-2022
85123A,-1,05-01-2022
21212,3,05-01-2022
84077,48,05-01-2022
85123A,4,05-01-2022
84879,8,05-01-2022
84991,120,05-01-2022
85123A,32,05-01-2022
85123A,64,05-01-2022
84077,96,05-01-2022
85123A,1,05-01-2022
85123A,1,05-01-2022
85123A,4,05-01-2022
85099B,4,05-01-2022
21977,24,05-01-2022
84077,48,05-01-2022
17003,2,05-01-2022
84077,96,05-01-2023
85123A,32,05-01-2023
84879,64,05-01-2023
85123A,128,05-01-2023
84879,24,05-01-2023
85123A,12,05-01-2023
85099B,30,05-01-2023
84991,24,05-01-2023
21977,24,05-01-2023
85123A,32,05-01-2023
21977,1,05-01-2023
85099B,100,05-01-2023
85123A,7,05-01-2023
17003,108,05-01-2023
85123A,32,05-01-2023
85099B,200,05-01-2023
85099B,6,05-01-2023
84991,2,05-01-2023
85123A,1,05-01-2023
85099B,100,05-01-2023
21212,24,05-01-2023
85123A,2,05-01-2023
85123A,6,05-01-2023
84077,288,05-01-2023
84879,96,05-01-2023
85123A,8,05-01-2023
84077,240,05-01-2023
21977,24,05-01-2023
85123A,3,05-01-2023
21977,24,05-01-2023
85123A,32,05-01-2023
84879,40,05-01-2023
85123A,-1,05-01-2023
17003,720,05-01-2023
85123A,3,05-01-2023
84879,8,05-01-2023
22197,3,05-01-2023
21977,1,05-01-2023
84991,3,05-01-2023
85123A,6,05-01-2023
85099B,10,05-02-2022
85123A,12,05-02-2022
84879,8,05-02-2022
21212,1,05-02-2022
21977,1,05-02-2022
85099B,4,05-02-2022
22197,12,05-02-2022
85099B,100,05-02-2022
21212,24,05-02-2022
21977,24,05-02-2022
84991,24,05-02-2022
85099B,30,05-02-2022
85099B,10,05-02-2022
85123A,6,05-02-2022
21212,1,05-02-2022
84077,48,05-02-2022
85123A,12,05-02-2022
84077,48,05-02-2022
21212,48,05-02-2022
85123A,12,05-02-2022
85099B,10,05-02-2022
85099B,10,05-02-2022
21212,1,05-02-2022
21977,1,05-02-2022
21212,48,05-03-2022
85123A,6,05-03-2022
21212,24,05-03-2022
85099B,10,05-03-2022
85123A,12,05-03-2022
84077,48,05-03-2022
21212,2,05-03-2022
84991,1,05-03-2022
84991,2,05-03-2022
84879,16,05-03-2022
84991,2,05-03-2022
21212,2,05-03-2022
21977,2,05-03-2022
85123A,3,05-03-2022
21212,24,05-03-2022
84991,24,05-03-2022
85099B,400,05-03-2022
21977,1,05-03-2022
85099B,1,05-03-2022
84991,24,05-03-2022
85123A,32,05-03-2022
22197,12,05-03-2022
84879,2,05-03-2022
85123A,12,05-03-2022
84077,48,05-03-2022
21212,24,05-03-2022
84991,24,05-03-2022
21977,24,05-03-2022
85099B,3,05-03-2022
85099B,10,05-03-2022
21977,1,05-03-2022
22197,1,05-03-2022
85099B,10,05-03-2022
84879,8,05-03-2022
84879,160,05-03-2022
84879,8,05-03-2022
85123A,3,05-03-2022
84991,24,05-04-2023
84879,24,05-04-2023
21977,24,05-04-2023
21212,24,05-04-2023
22197,100,05-04-2023
